"product_id","product_name","current_tags","recommended_tags"
"8448575013053","Women's Lace Chemise Nightgown Sling Home Pajamas Garter Set","fashion|new-arrival","Merchant-confirmed only; do not infer best-seller or new-arrival"
"8448574587069","Summer Women's Pajamas Suspenders Vest Shorts Set","fashion|new-arrival","Merchant-confirmed only; do not infer best-seller or new-arrival"
"8448573898941","Ladies Fashion Casual Slim Suit Two-piece Plus-size Suit, Plaid Pattern Elegant Skirt Suit With Buttons, Lapel Long Sleeve Suit Jacket And High Waist Skirt, Plus-size Women'S Wear Amazon Don't Sell","fashion|new-arrival","Merchant-confirmed only; do not infer best-seller or new-arrival"
"8448567836861","Satin Pajamas  Lace Pijama Nightie Sleepwear Home Clothes Tops And Shorts Women's Silk Pajamas Solid Color Pajama Set","fashion","Merchant-confirmed only; do not infer best-seller or new-arrival"
"8448566296765","Solid Long Sleeve Sweater Slimming V-neckline Knitwear Women's Bottoming Shirt","fashion|new-arrival","Merchant-confirmed only; do not infer best-seller or new-arrival"
"8448564691133","Women's Sexy Elegant Evening Party Dresses Round Neck Pit Stripe Pearl Chiffon Cape Sleeve Wrapped Hip Dress","fashion|new-arrival","Merchant-confirmed only; do not infer best-seller or new-arrival"
"8448561152189","Women's Tube Top Fashion Cutout Thin Prom Evening Dress","fashion|new-arrival","Merchant-confirmed only; do not infer best-seller or new-arrival"
"8448559448253","Women's Vintage Leopard Print Long-sleeved T-shirt","fashion|new-arrival","Merchant-confirmed only; do not infer best-seller or new-arrival"
"8448557514941","Men's Fashion Straight Casual Pants","Fashion|men|Men's-Clothing|mens-fashion|Menswear|Vennix","Merchant-confirmed only; do not infer best-seller or new-arrival"
"8448556040381","Cross Border Multi-color Solid Color 3D Printing Digital Printing Hooded Sweater Brown Lining Cotton-padded Jacket","Fashion|men|Men's-Clothing|mens-fashion|Menswear|Vennix","Merchant-confirmed only; do not infer best-seller or new-arrival"
"8448554631357","Pure color all-match pants","Fashion|men|Men's-Clothing|mens-fashion|Menswear|Vennix","Merchant-confirmed only; do not infer best-seller or new-arrival"
"8448553681085","Round Neck Solid Color Long Sleeve T-Shirt","Fashion|men|Men's-Clothing|mens-fashion|Menswear|Vennix","Merchant-confirmed only; do not infer best-seller or new-arrival"
"8448529137853","Fashionable New Printed Loose-fitting Women's Top","fashion|new-arrival","Merchant-confirmed only; do not infer best-seller or new-arrival"
"8447296110781","Cream Textured Tie-Front Crop Top & Mini Skirt Set","crop top|fashion|mini skirt|new-arrival|resort wear|summer outfit|two piece set","Merchant-confirmed only; do not infer best-seller or new-arrival"
"8447282905277","Go Love Joy Half-Finger Fitness & Cycling Gloves","cycling gloves|fitness gloves|gym gloves|half finger gloves|workout gloves","Merchant-confirmed only; do not infer best-seller or new-arrival"
"8447131582653","Elegant Women's V-Neck Ruffle Blouse with Tie Waist, Lantern Sleeves Long Sleeve Top","fashion|new-arrival","Merchant-confirmed only; do not infer best-seller or new-arrival"
"8379407728829","Men's Slim-Fit Elastic Waist Jogger Pants","black-pants|blue-pants|casual-pants|elastic-waist|fashion|featured|grey-pants|jogger-pants|korean-fashion|mens-clothing|mens-pants|plus-size|slim-fit|straight-leg","Merchant-confirmed only; do not infer best-seller or new-arrival"
"8379407696061","Men's Korean Streetwear Wide Leg Jeans","fashion|featured","Merchant-confirmed only; do not infer best-seller or new-arrival"
"8379407663293","Men's Loose Fit Streetwear Jogger Trousers","fashion|featured","Merchant-confirmed only; do not infer best-seller or new-arrival"
"8379407630525","Men's 3-Piece Slim Fit Business & Wedding Suit","fashion|featured|formal-wear|mens-clothing|mens-suits|piece-suit|slim-fit","Merchant-confirmed only; do not infer best-seller or new-arrival"
"8379407597757","Men's Ice Silk Fast-Dry Stretch Casual Pants","fashion|featured","Merchant-confirmed only; do not infer best-seller or new-arrival"
"8379407564989","Men's Summer Polo Shirt - Elevate Your Casual Look with Breathable Comfort","Breathable Polo Top|fashion|Men's Polo Shirt|Summer Casual Wear","Merchant-confirmed only; do not infer best-seller or new-arrival"
"8379407532221","Men's Multi-Pocket Regular Fit Street Jeans","featured|mens-clothing","Merchant-confirmed only; do not infer best-seller or new-arrival"
"8379407499453","Men's Ice Silk Mesh Vest Lightweight Sports Summer Wear","fashion|featured","Merchant-confirmed only; do not infer best-seller or new-arrival"
"8379407466685","Men's Moisture-Wicking Crew Neck T-Shirt 6-Pack","fashion|featured","Merchant-confirmed only; do not infer best-seller or new-arrival"
"8379407433917","Men's Wrinkle-Resistant Long Sleeve Business Shirt","fashion|featured","Merchant-confirmed only; do not infer best-seller or new-arrival"
"8379407401149","Men's Linen Wide Leg Pants — Breathable All-Season","fashion|featured","Merchant-confirmed only; do not infer best-seller or new-arrival"
"8379407368381","Men's Elastic Waist Sports Shorts - Comfortable & Stylish for Summer Adventures","Elastic Waist Shorts|fashion|Men's Sports Shorts|Summer Beachwear","Merchant-confirmed only; do not infer best-seller or new-arrival"
"8379407335613","Men's Turtleneck Knit Pullover Sweater","fashion|featured","Merchant-confirmed only; do not infer best-seller or new-arrival"
"8379407302845","Men's Baseball Collar Casual Jacket","fashion|featured","Merchant-confirmed only; do not infer best-seller or new-arrival"
"8379407270077","Men's Waffle Knit Round Neck T-Shirt","Clothe|fashion|featured","Merchant-confirmed only; do not infer best-seller or new-arrival"
"8379407237309","Men's Heavy Cotton Vintage Washed Tee","fashion|featured|Men Clothes|mens-clothing","Merchant-confirmed only; do not infer best-seller or new-arrival"
"8379407204541","Night Reflective Windbreaker Jacket","fashion|featured|jacket|mens-clothing","Merchant-confirmed only; do not infer best-seller or new-arrival"
"8379395113149","Mini USB Aroma Humidifier","featured|home|home decor","Merchant-confirmed only; do not infer best-seller or new-arrival"
"8379054915773","Hanes Men's Cool Cotton Boxer Briefs Pack | VennixStore","fashion|featured","Merchant-confirmed only; do not infer best-seller or new-arrival"
