Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Care Instructions (product.metafields.custom.care_instructions),Disclosures (product.metafields.custom.disclosures),Made In (product.metafields.custom.made_in), Materials (product.metafields.custom.materials),Sizing & Fit (product.metafields.custom.sizing_and_fit),Age group (product.metafields.shopify.age-group),Battery type (product.metafields.shopify.battery-type),Blade material (product.metafields.shopify.blade-material),Care instructions (product.metafields.shopify.care-instructions),Case transparency level (product.metafields.shopify.case-transparency-level),Case type (product.metafields.shopify.case-type),Clipper motor type (product.metafields.shopify.clipper-motor-type),Closure type (product.metafields.shopify.closure-type),Clothing features (product.metafields.shopify.clothing-features),Color (product.metafields.shopify.color-pattern),Compatible device (product.metafields.shopify.compatible-device),Connectivity technology (product.metafields.shopify.connectivity-technology),Connector gender (product.metafields.shopify.connector-gender),Device interface (product.metafields.shopify.device-interface),Disclosures (product.metafields.shopify.disclosure),Downstream port types (product.metafields.shopify.downstream-port-types),Fabric (product.metafields.shopify.fabric),Finish (product.metafields.shopify.finish),Fit (product.metafields.shopify.fit),Handwear material (product.metafields.shopify.handwear-material),Host interface (product.metafields.shopify.host-interface),Integrated stand type (product.metafields.shopify.integrated-stand-type),Intimate apparel features (product.metafields.shopify.intimate-apparel-features),Light temperature (product.metafields.shopify.light-temperature),Lighting features (product.metafields.shopify.lighting-features),MagSafe compatibility (product.metafields.shopify.magsafe-compatibility),Material (product.metafields.shopify.material),Mobile phone case features (product.metafields.shopify.mobile-phone-case-features),Mounting type (product.metafields.shopify.mounting-type),Neckline (product.metafields.shopify.neckline),Outerwear clothing features (product.metafields.shopify.outerwear-clothing-features),Pants length type (product.metafields.shopify.pants-length-type),Pile type (product.metafields.shopify.pile-type),Power source (product.metafields.shopify.power-source),Rug/Mat features (product.metafields.shopify.rug-mat-features),Rug/Mat material (product.metafields.shopify.rug-mat-material),Sleeve length type (product.metafields.shopify.sleeve-length-type),Suit pieces (product.metafields.shopify.suit-pieces),Suitable location (product.metafields.shopify.suitable-location),Switch control type (product.metafields.shopify.switch-control-type),Target gender (product.metafields.shopify.target-gender),Tool mobility (product.metafields.shopify.tool-mobility),Top length type (product.metafields.shopify.top-length-type),USB connector type (product.metafields.shopify.usb-connector-type),USB standard (product.metafields.shopify.usb-standard),Waist rise (product.metafields.shopify.waist-rise),Variant Image,Variant Weight Unit,Variant Tax Code,Status
mens-linen-wide-leg-casual-pants-are-loose-fitting-breathable-and-comfortable-suitable-for-all-seasons-and-versatile,,,,,,,,,L,,,FZ-A05,,,,,14:193#FZ-A05;200007763:201336106;200370261:581452131;5:361385,200.0,shopify,continue,manual,32.99,60.51,true,false,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/Sbf0c769484344699b76ad87e2cd1f74dT.webp?v=1783205448,4,Men's Breathable Wide-Leg Casual Pants — alternate view 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/Sbc4249c8a0e74c3980c2b9ecb744f326u.webp?v=1783205447,kg,,
mens-linen-wide-leg-casual-pants-are-loose-fitting-breathable-and-comfortable-suitable-for-all-seasons-and-versatile,,,,,,,,,3XL,,,FZ-A05,,,,,14:193#FZ-A05;200007763:201336106;200370261:581452131;5:4183,200.0,shopify,continue,manual,32.99,60.51,true,false,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/S23719726d13246f1b4978c47a7d62677U.webp?v=1783205448,5,Men's Breathable Wide-Leg Casual Pants — alternate view 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/Sbc4249c8a0e74c3980c2b9ecb744f326u.webp?v=1783205447,kg,,
mens-linen-wide-leg-casual-pants-are-loose-fitting-breathable-and-comfortable-suitable-for-all-seasons-and-versatile,,,,,,,,,XL,,,FZ-A07,,,,,14:200006157#FZ-A07;200007763:201336106;200370261:581452131;5:100014065,200.0,shopify,continue,manual,32.99,60.51,true,false,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/Sa426bb24f1244907b449c14ca85fe2f5z.webp?v=1783205448,6,Men's Breathable Wide-Leg Casual Pants — alternate view 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/Sd3690a14b87d4ec0a7c725840f8274c50.webp?v=1783205448,kg,,
mens-linen-wide-leg-casual-pants-are-loose-fitting-breathable-and-comfortable-suitable-for-all-seasons-and-versatile,,,,,,,,,XXL,,,FZ-A07,,,,,14:200006157#FZ-A07;200007763:201336106;200370261:581452131;5:4182,200.0,shopify,continue,manual,32.99,60.51,true,false,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/Se43a7e66478b44428658b6d90fc21281y.webp?v=1783205448,7,Men's Breathable Wide-Leg Casual Pants — alternate view 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/Sd3690a14b87d4ec0a7c725840f8274c50.webp?v=1783205448,kg,,
mens-linen-wide-leg-casual-pants-are-loose-fitting-breathable-and-comfortable-suitable-for-all-seasons-and-versatile,,,,,,,,,XL,,,FZ-A06,,,,,14:200001438#FZ-A06;200007763:201336106;200370261:581452131;5:100014065,200.0,shopify,continue,manual,32.99,60.51,true,false,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/Sd4e92d7930da40f9882874b62fa4d8a8O.webp?v=1783205448,8,Men's Breathable Wide-Leg Casual Pants — alternate view 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/Sd87f7231636049b69e7a7e6b2644f282p.webp?v=1783205447,kg,,
mens-linen-wide-leg-casual-pants-are-loose-fitting-breathable-and-comfortable-suitable-for-all-seasons-and-versatile,,,,,,,,,XXL,,,FZ-A06,,,,,14:200001438#FZ-A06;200007763:201336106;200370261:581452131;5:4182,200.0,shopify,continue,manual,32.99,60.51,true,false,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/S94cae1e539d440539ab16a94aeada5e70.webp?v=1783205448,9,Men's Breathable Wide-Leg Casual Pants — alternate view 9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/Sd87f7231636049b69e7a7e6b2644f282p.webp?v=1783205447,kg,,
mens-linen-wide-leg-casual-pants-are-loose-fitting-breathable-and-comfortable-suitable-for-all-seasons-and-versatile,,,,,,,,,M,,,FZ-A06,,,,,14:200001438#FZ-A06;200007763:201336106;200370261:581452131;5:361386,200.0,shopify,continue,manual,32.99,60.51,true,false,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/S64bc36a2b60a40cf88dccd1319a4268bO.webp?v=1783205448,10,Men's Breathable Wide-Leg Casual Pants — alternate view 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/Sd87f7231636049b69e7a7e6b2644f282p.webp?v=1783205447,kg,,
mens-linen-wide-leg-casual-pants-are-loose-fitting-breathable-and-comfortable-suitable-for-all-seasons-and-versatile,,,,,,,,,L,,,FZ-A06,,,,,14:200001438#FZ-A06;200007763:201336106;200370261:581452131;5:361385,200.0,shopify,continue,manual,32.99,60.51,true,false,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/S2fa3335f14f747579c12efab87718a132.webp?v=1783205448,11,Men's Breathable Wide-Leg Casual Pants — alternate view 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/Sd87f7231636049b69e7a7e6b2644f282p.webp?v=1783205447,kg,,
mens-linen-wide-leg-casual-pants-are-loose-fitting-breathable-and-comfortable-suitable-for-all-seasons-and-versatile,,,,,,,,,M,,,FZ-A09,,,,,14:1254#FZ-A09;200007763:201336106;200370261:581452131;5:361386,200.0,shopify,continue,manual,32.99,60.51,true,false,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/Sfb3cbb2b5903478aae372f6c3ad1f1c3v.webp?v=1783205448,12,Men's Breathable Wide-Leg Casual Pants — alternate view 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/S3449b6a95a7b4648a21efc1921ad06aeH.webp?v=1783205448,kg,,
mens-linen-wide-leg-casual-pants-are-loose-fitting-breathable-and-comfortable-suitable-for-all-seasons-and-versatile,,,,,,,,,L,,,FZ-A09,,,,,14:1254#FZ-A09;200007763:201336106;200370261:581452131;5:361385,200.0,shopify,continue,manual,32.99,60.51,true,false,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/Sb9d4f43a144a4a8a828d5c009591fc38q.webp?v=1783205448,13,Men's Breathable Wide-Leg Casual Pants — alternate view 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/S3449b6a95a7b4648a21efc1921ad06aeH.webp?v=1783205448,kg,,
mens-linen-wide-leg-casual-pants-are-loose-fitting-breathable-and-comfortable-suitable-for-all-seasons-and-versatile,,,,,,,,,3XL,,,FZ-A06,,,,,14:200001438#FZ-A06;200007763:201336106;200370261:581452131;5:4183,200.0,shopify,continue,manual,32.99,60.51,true,false,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/S99a10e5707ec485d86d0b44ea5709abaa.webp?v=1783205448,14,Men's Breathable Wide-Leg Casual Pants — alternate view 14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/Sd87f7231636049b69e7a7e6b2644f282p.webp?v=1783205447,kg,,
mens-linen-wide-leg-casual-pants-are-loose-fitting-breathable-and-comfortable-suitable-for-all-seasons-and-versatile,,,,,,,,,3XL,,,FZ-A09,,,,,14:1254#FZ-A09;200007763:201336106;200370261:581452131;5:4183,200.0,shopify,continue,manual,32.99,60.51,true,false,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/S2dc70fd62f5944159cd4376ab73c1549R.webp?v=1783205448,15,Men's Breathable Wide-Leg Casual Pants — alternate view 15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/S3449b6a95a7b4648a21efc1921ad06aeH.webp?v=1783205448,kg,,
mens-linen-wide-leg-casual-pants-are-loose-fitting-breathable-and-comfortable-suitable-for-all-seasons-and-versatile,,,,,,,,,XL,,,FZ-A09,,,,,14:1254#FZ-A09;200007763:201336106;200370261:581452131;5:100014065,200.0,shopify,continue,manual,32.99,60.51,true,false,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/S94371b03f6024d16a14cfd3821cf46810.webp?v=1783205448,16,Men's Breathable Wide-Leg Casual Pants — alternate view 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/S3449b6a95a7b4648a21efc1921ad06aeH.webp?v=1783205448,kg,,
mens-linen-wide-leg-casual-pants-are-loose-fitting-breathable-and-comfortable-suitable-for-all-seasons-and-versatile,,,,,,,,,XXL,,,FZ-A09,,,,,14:1254#FZ-A09;200007763:201336106;200370261:581452131;5:4182,200.0,shopify,continue,manual,32.99,60.51,true,false,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/Sbc982d6b8c714ee89358b7d7c6174f4cN.webp?v=1783205448,17,Men's Breathable Wide-Leg Casual Pants — alternate view 17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/S3449b6a95a7b4648a21efc1921ad06aeH.webp?v=1783205448,kg,,
mens-linen-wide-leg-casual-pants-are-loose-fitting-breathable-and-comfortable-suitable-for-all-seasons-and-versatile,,,,,,,,,XL,,,FZ-A05,,,,,14:193#FZ-A05;200007763:201336106;200370261:581452131;5:100014065,200.0,shopify,continue,manual,32.99,60.51,true,false,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/S6e5d71d2039345b28749e0f608bc86ecU.webp?v=1783205448,18,Men's Breathable Wide-Leg Casual Pants — alternate view 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/Sbc4249c8a0e74c3980c2b9ecb744f326u.webp?v=1783205447,kg,,
mens-linen-wide-leg-casual-pants-are-loose-fitting-breathable-and-comfortable-suitable-for-all-seasons-and-versatile,,,,,,,,,XXL,,,FZ-A05,,,,,14:193#FZ-A05;200007763:201336106;200370261:581452131;5:4182,200.0,shopify,continue,manual,32.99,60.51,true,false,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/S5d3155459ac74c1197f5c5998f42d231z.webp?v=1783205448,19,Men's Breathable Wide-Leg Casual Pants — alternate view 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/Sbc4249c8a0e74c3980c2b9ecb744f326u.webp?v=1783205447,kg,,
mens-linen-wide-leg-casual-pants-are-loose-fitting-breathable-and-comfortable-suitable-for-all-seasons-and-versatile,,,,,,,,,3XL,,,FZ-A08,,,,,14:691#FZ-A08;200007763:201336106;200370261:581452131;5:4183,200.0,shopify,continue,manual,32.99,60.51,true,false,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/S2d06c09f323a4d4a8f597de01b39dd14I.webp?v=1783205448,20,Men's Breathable Wide-Leg Casual Pants — alternate view 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/S111297974f89424293c8fb75cb678fe9Y.webp?v=1783205448,kg,,
mens-linen-wide-leg-casual-pants-are-loose-fitting-breathable-and-comfortable-suitable-for-all-seasons-and-versatile,,,,,,,,,XL,,,FZ-A08,,,,,14:691#FZ-A08;200007763:201336106;200370261:581452131;5:100014065,200.0,shopify,continue,manual,32.99,60.51,true,false,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/S9588366dba154ac6b898662b883c8e46X.webp?v=1783205448,21,Men's Breathable Wide-Leg Casual Pants — alternate view 21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/S111297974f89424293c8fb75cb678fe9Y.webp?v=1783205448,kg,,
mens-linen-wide-leg-casual-pants-are-loose-fitting-breathable-and-comfortable-suitable-for-all-seasons-and-versatile,,,,,,,,,XXL,,,FZ-A08,,,,,14:691#FZ-A08;200007763:201336106;200370261:581452131;5:4182,200.0,shopify,continue,manual,32.99,60.51,true,false,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/S5720d2c5197e4cd682633fdbb39c9a12q.webp?v=1783205448,22,Men's Breathable Wide-Leg Casual Pants — alternate view 22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/S111297974f89424293c8fb75cb678fe9Y.webp?v=1783205448,kg,,
mens-linen-wide-leg-casual-pants-are-loose-fitting-breathable-and-comfortable-suitable-for-all-seasons-and-versatile,,,,,,,,,XL,,,FZ-A04,,,,,14:29#FZ-A04;200007763:201336106;200370261:581452131;5:100014065,200.0,shopify,continue,manual,32.99,60.51,true,false,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/S917b009d68c241c7b78ed158d02f5ccev.webp?v=1783205448,23,Men's Breathable Wide-Leg Casual Pants — alternate view 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/Sbaf2cd4c5f5a4b42a8212797cc8a6cf0m.webp?v=1783205448,kg,,
mens-linen-wide-leg-casual-pants-are-loose-fitting-breathable-and-comfortable-suitable-for-all-seasons-and-versatile,,,,,,,,,XXL,,,FZ-A04,,,,,14:29#FZ-A04;200007763:201336106;200370261:581452131;5:4182,200.0,shopify,continue,manual,32.99,60.51,true,false,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/S990a53a27d2e4dbd9411d27e1dff87a0F.webp?v=1783205448,24,Men's Breathable Wide-Leg Casual Pants — alternate view 24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/Sbaf2cd4c5f5a4b42a8212797cc8a6cf0m.webp?v=1783205448,kg,,
mens-linen-wide-leg-casual-pants-are-loose-fitting-breathable-and-comfortable-suitable-for-all-seasons-and-versatile,,,,,,,,,M,,,FZ-A04,,,,,14:29#FZ-A04;200007763:201336106;200370261:581452131;5:361386,200.0,shopify,continue,manual,32.99,60.51,true,false,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/Sdb53575102cd47ee97e399a64e295263c.webp?v=1783205448,25,Men's Breathable Wide-Leg Casual Pants — alternate view 25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/Sbaf2cd4c5f5a4b42a8212797cc8a6cf0m.webp?v=1783205448,kg,,
mens-linen-wide-leg-casual-pants-are-loose-fitting-breathable-and-comfortable-suitable-for-all-seasons-and-versatile,,,,,,,,,L,,,FZ-A04,,,,,14:29#FZ-A04;200007763:201336106;200370261:581452131;5:361385,200.0,shopify,continue,manual,32.99,60.51,true,false,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/Seb34cc6327854dcf837f7afa48318d8a8.webp?v=1783205448,26,Men's Breathable Wide-Leg Casual Pants — alternate view 26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/Sbaf2cd4c5f5a4b42a8212797cc8a6cf0m.webp?v=1783205448,kg,,
mens-linen-wide-leg-casual-pants-are-loose-fitting-breathable-and-comfortable-suitable-for-all-seasons-and-versatile,,,,,,,,,M,,,FZ-A07,,,,,14:200006157#FZ-A07;200007763:201336106;200370261:581452131;5:361386,200.0,shopify,continue,manual,32.99,60.51,true,false,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/S1967baef171042a48583f83bd1c110371.webp?v=1783205448,27,Men's Breathable Wide-Leg Casual Pants — alternate view 27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/Sd3690a14b87d4ec0a7c725840f8274c50.webp?v=1783205448,kg,,
mens-linen-wide-leg-casual-pants-are-loose-fitting-breathable-and-comfortable-suitable-for-all-seasons-and-versatile,,,,,,,,,L,,,FZ-A07,,,,,14:200006157#FZ-A07;200007763:201336106;200370261:581452131;5:361385,200.0,shopify,continue,manual,32.99,60.51,true,false,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/Sadd0655c52dc4f3c9639927941ceec25X.webp?v=1783205448,28,Men's Breathable Wide-Leg Casual Pants — alternate view 28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/Sd3690a14b87d4ec0a7c725840f8274c50.webp?v=1783205448,kg,,
mens-linen-wide-leg-casual-pants-are-loose-fitting-breathable-and-comfortable-suitable-for-all-seasons-and-versatile,,,,,,,,,3XL,,,FZ-A04,,,,,14:29#FZ-A04;200007763:201336106;200370261:581452131;5:4183,200.0,shopify,continue,manual,32.99,60.51,true,false,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/Sf6d5bb5e5fac4a3cb15564c889ac1836S.webp?v=1783205448,29,Men's Breathable Wide-Leg Casual Pants — alternate view 29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/Sbaf2cd4c5f5a4b42a8212797cc8a6cf0m.webp?v=1783205448,kg,,
mens-linen-wide-leg-casual-pants-are-loose-fitting-breathable-and-comfortable-suitable-for-all-seasons-and-versatile,,,,,,,,,3XL,,,FZ-A07,,,,,14:200006157#FZ-A07;200007763:201336106;200370261:581452131;5:4183,200.0,shopify,continue,manual,32.99,60.51,true,false,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/Sfcdd9f5eead644e7a58beb828e2b2878Y.webp?v=1783205448,30,Men's Breathable Wide-Leg Casual Pants — alternate view 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/Sd3690a14b87d4ec0a7c725840f8274c50.webp?v=1783205448,kg,,
mens-linen-wide-leg-casual-pants-are-loose-fitting-breathable-and-comfortable-suitable-for-all-seasons-and-versatile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/S796ba0fdd8984506aa77e4d49e7011e36.webp?v=1783205448,31,Men's Breathable Wide-Leg Casual Pants — alternate view 31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mens-linen-wide-leg-casual-pants-are-loose-fitting-breathable-and-comfortable-suitable-for-all-seasons-and-versatile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/Se2d9a5ff79064736ad88c08a619f06c30.webp?v=1783205448,32,Men's Breathable Wide-Leg Casual Pants — alternate view 32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mens-linen-wide-leg-casual-pants-are-loose-fitting-breathable-and-comfortable-suitable-for-all-seasons-and-versatile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/S1d333c8ae6ce4813bd5610dfac53822fR.webp?v=1783205448,33,Men's Breathable Wide-Leg Casual Pants — alternate view 33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mens-linen-wide-leg-casual-pants-are-loose-fitting-breathable-and-comfortable-suitable-for-all-seasons-and-versatile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/S278d9fd4705341dbb9a90dfac68d9e9cj.webp?v=1783205448,34,Men's Breathable Wide-Leg Casual Pants — alternate view 34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mens-linen-wide-leg-casual-pants-are-loose-fitting-breathable-and-comfortable-suitable-for-all-seasons-and-versatile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/S7b6b2c102f204208b4de51111febd005T.webp?v=1783205448,35,Men's Breathable Wide-Leg Casual Pants — alternate view 35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mens-linen-wide-leg-casual-pants-are-loose-fitting-breathable-and-comfortable-suitable-for-all-seasons-and-versatile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/Se0dff579137b4733a185507001944348L.webp?v=1783205448,36,Men's Breathable Wide-Leg Casual Pants — alternate view 36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mens-linen-wide-leg-casual-pants-are-loose-fitting-breathable-and-comfortable-suitable-for-all-seasons-and-versatile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/Sac6ee2fb0fdb497e9f0096a1637ebb92M.webp?v=1783205448,37,Men's Breathable Wide-Leg Casual Pants — alternate view 37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mens-linen-wide-leg-casual-pants-are-loose-fitting-breathable-and-comfortable-suitable-for-all-seasons-and-versatile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/Sf51d722444b148c4a1f0a2ecb198fb78H.webp?v=1783205448,38,Men's Breathable Wide-Leg Casual Pants — alternate view 38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mens-linen-wide-leg-casual-pants-are-loose-fitting-breathable-and-comfortable-suitable-for-all-seasons-and-versatile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/S662f003917df4fe5b3d5567508374545W.webp?v=1783205448,39,Men's Breathable Wide-Leg Casual Pants — alternate view 39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mens-linen-wide-leg-casual-pants-are-loose-fitting-breathable-and-comfortable-suitable-for-all-seasons-and-versatile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/S0f77216754a444ba9b94752271eff687m.webp?v=1783205448,40,Men's Breathable Wide-Leg Casual Pants — alternate view 40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mens-linen-wide-leg-casual-pants-are-loose-fitting-breathable-and-comfortable-suitable-for-all-seasons-and-versatile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/Sce9a6f227b684abf9163a262518ec953K.webp?v=1783205448,41,Men's Breathable Wide-Leg Casual Pants — alternate view 41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
